CAND_ID,CAND_NAME,CAND_ICI,CAND_PTY_AFFILIATION,TTL_DISB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT
H8CA47060,DAVID CLIFFORD,C,REP,0.0,CA,47
H2CA50174,STEPHEN WILLIAM HOULAHAN,C,DEM,61315.73,CA,48
H6CA48237,SUZANNE JOYCE SAVARY,C,DEM,275.0,CA,48
H8CA48035,HARLEY E JR ROUDA,C,DEM,1285547.75,CA,48
H8CA48043,LAURA OATMAN,C,DEM,600.0,CA,48
H8CA48100,MICHAEL KOTICK,C,DEM,650.0,CA,48
H0CA48024,DARRELL ISSA,I,REP,2012187.17,CA,48
H8CA40057,CHRISTOPHER HON. COX,C,REP,1540.0,CA,48
H8CA49058,MIKE LEVIN,I,DEM,6516425.87,CA,49
H2CA49242,CHRISTOPHER RODRIGUEZ,C,REP,1241858.9,CA,49
H2CA49259,ANNE ELIZABETH,C,REP,9875.5,CA,49
H2CA49267,LISA BARTLETT,C,REP,566468.01,CA,49
H2CA49275,JOSIAH ONEIL,C,REP,156877.11,CA,49
H2CA49317,RENEE TAYLOR,C,REP,4772.0,CA,49
H8CA49090,KRISTIN GASPAR,O,REP,20.13,CA,49
H8CA49108,BRIAN L MR MARYOTT,C,REP,5599337.33,CA,49
H2CA50190,TIMOTHY DANIEL DR. M.D. BILASH,C,DEM,2983.12,CA,50
H2CA50208,JOSEPH C. ROCHA,C,DEM,467855.92,CA,50
H2CA50224,KYLIE TAITANO,C,DEM,148644.96,CA,50
H2CA52089,SCOTT PETERS,I,DEM,2257902.97,CA,50
H6CA50258,JEFFREY MALLOY,C,DEM,0.0,CA,50
H8CA50098,AMMAR CAMPA-NAJJAR,O,DEM,13478.25,CA,50
H2CA50232,COREY GUSTAFSON,C,REP,94112.24,CA,50
H2CA50240,DAVID CHIDDICK,C,REP,0.0,CA,50
H8CA52037,BRIAN W JONES,O,REP,0.0,CA,50
H8CA52052,DUNCAN D HUNTER,I,REP,5200.0,CA,50
H2CA50216,ADAM DR. SCHINDLER,C,IND,49997.42,CA,50
H2CA53020,BARRETT HOLMAN LEAK,C,DEM,2684.55,CA,51
H8CA49074,SARA JACOBS,C,DEM,1724604.81,CA,51
H2CA51206,STAN CAPLAN,C,REP,135385.49,CA,51
H2CA51222,JOSE MARCOS CORTES,C,PFP,6746.33,CA,51
H2CA50026,JUAN C. VARGAS,I,DEM,793081.82,CA,52
H2CA52162,JOAQUIN VAZQUEZ,C,DEM,6070.94,CA,52
H2CA52154,RICHARD BAILEY,C,REP,402271.98,CA,52
H2CA52188,TYLER GEFFENEY,C,REP,29229.21,CA,52
H0CA49055,SUSAN A. DAVIS,I,DEM,53365.18,CA,53
H0CA53107,GEORGETTE GOMEZ,O,DEM,26344.19,CA,53
H0CA53180,ERIC ROGER KUTNER,O,DEM,59.32,CA,53
H2CA53038,BILL D. WELLS,C,REP,18074.44,CA,53
H0CO01136,CRISANTA DESIRAE DURAN,C,DEM,2339.0,CO,1
H2CO01199,NEAL WALIA,C,DEM,193177.69,CO,1
H6CO01141,DIANA L DEGETTE,I,DEM,1079632.86,CO,1
H2CO01173,DOM WATERS,C,OTH,3907.25,CO,1
H8CO02160,JOSEPH NEGUSE,I,DEM,1383704.82,CO,2
H8CO02228,KRISTOPHER WILLIAM DR. LARSEN,O,DEM,0.0,CO,2
H2CO02205,MARSHALL DAWSON,C,REP,34886.38,CO,2
H2CO02197,STEPHEN ANDREW YURASH,C,UN,41312.49,CO,2
H0CO03132,DONALD VALDEZ,C,DEM,336777.27,CO,3
H2CO03195,COLIN WILHELM,C,DEM,275892.91,CO,3
H2CO03211,KERRY DONOVAN,C,DEM,1586119.05,CO,3
H2CO03245,SOLEDAD SANDOVAL TAFOYA,C,DEM,977522.63,CO,3
H2CO03278,DEBORA LYNN BURNETT,C,DEM,250673.8,CO,3
H2CO03286,KELLIE RHODES,C,DEM,14084.25,CO,3
H2CO03302,COLIN BUERGER,C,DEM,86190.95,CO,3
H2CO03336,SCOTT YATES,C,DEM,85240.96,CO,3
H2CO03351,ADAM FRISCH,C,DEM,6348925.07,CO,3
H8CO03234,ROOT ROUTLEDGE,C,DEM,935.16,CO,3
H0CO03165,LAUREN BOEBERT,I,REP,7440187.29,CO,3
H2CO03260,MARINA ZIMMERMAN,C,REP,42385.03,CO,3
H2CO03328,DON CORAM,C,REP,258947.19,CO,3
H6CO03139,SCOTT R. TIPTON,I,REP,61751.16,CO,3
H2CO03310,KRISTIN ELISE SKOWRONSKI,C,IND,4953.78,CO,3
H0CO04197,ISAAC IAN MCCORKLE,C,DEM,283617.12,CO,4
H0CO04122,CORY GARDNER,C,REP,81751.2,CO,4
H2CO04151,BOB LEWIS,C,REP,42710.0,CO,4
H4CO04090,KENNETH R BUCK,I,REP,1369818.69,CO,4
H2CO05141,SANTIAGO DAVID GOENAGA-TORRES,C,DEM,23826.83,CO,5
H2CO05190,MICHAEL CHRISTOPHER MR COLOMBE,C,DEM,7079.8,CO,5
H0CO05152,REBECCA KELTIE,C,REP,8994.23,CO,5
H2CO05216,DAVID WILLIAMS,C,REP,216456.61,CO,5
H2CO05240,ANDREW DAVID HEATON,C,REP,13921.09,CO,5
H6CO05159,DOUGLAS LAMBORN,I,REP,729903.02,CO,5
H2CO05182,CHRISTOPHER MITCHELL,C,CON,165.0,CO,5
H2CO00035,PERRY HANEY,C,DEM,0.0,CO,6
H8CO06229,JASON CROW,I,DEM,2441847.04,CO,6
H2CO06206,BRIAN SMITH,C,REP,0.0,CO,6
H2CO06214,STEVEN EDWARD MONAHAN,C,REP,258207.39,CO,6
H8CO06153,WILLIAM L III ARMSTRONG,O,REP,0.0,CO,6
H2CO06180,ERIC MULDER,C,LIB,5257.41,CO,6
H2CO07154,KYLE ALEXANDER FAUST,O,DEM,372.0,CO,7
H6CO07023,EDWIN G PERLMUTTER,I,DEM,1113621.89,CO,7
H8CO07045,BRITTANY LOUISE MS. PETTERSEN,O,DEM,2923256.58,CO,7
H8CO07078,DOMINICK MORENO,C,DEM,2600.0,CO,7
H0CO06101,CASPER WESLEY STOCKHAM,C,REP,0.0,CO,7
H2CO07162,LAUREL ANNE IMER,O,REP,88399.74,CO,7
H2CO07170,ERIK AADLAND,O,REP,1503919.88,CO,7
H2CO07196,CARL E ANDERSEN,O,REP,264851.05,CO,7
H2CO07204,TIM REICHERT,O,REP,1585826.05,CO,7
H2CO07212,BRAD DEMPSEY,O,REP,275100.86,CO,7
H2CO08020,YADIRA CARAVEO,O,DEM,3545737.71,CO,8
H2CO08038,CHAZ TEDESCO,O,DEM,232829.95,CO,8
H2CO08087,JOHNNY HUMPHREY,O,DEM,14471.92,CO,8
H2CO08137,STEVE DOUGLAS DOUGLAS,O,DEM,5554.88,CO,8
H2CO08012,GIULIANNA GRAY,O,REP,56884.77,CO,8
H2CO08061,LORI A SAINE,O,REP,371173.1,CO,8
H2CO08079,BARBARA KIRKMEYER,O,REP,1570692.33,CO,8
H2CO08095,JANIFER SUZANNE KULMANN,O,REP,499430.44,CO,8
H2CO08103,TYLER ALLCORN,O,REP,357200.13,CO,8
H2CO08145,TIMOTHY LOUIS LONG,O,UN,8401.14,CO,8
H2CT01205,MUAD HREZI,C,DEM,586637.43,CT,1
H8CT01046,JOHN B LARSON,I,DEM,1893772.02,CT,1
H0CT01134,JIM GRIFFIN,C,REP,2599.3,CT,1
H2CT01213,LAWRENCE ZIDOVSKY DR LAZOR,C,REP,190652.21,CT,1
H8CT01111,JOSEPH B VISCONTI,C,REP,0.0,CT,1
H2CT02112,JOSEPH COURTNEY,I,DEM,2525036.35,CT,2
H2CT02179,ANTHONY ADELINO MR. DILIZIA,C,DEM,4517.0,CT,2
H2CT02161,MIKE FRANCE,C,REP,871786.23,CT,2
H0CT03072,ROSA L DELAURO,I,DEM,2228822.46,CT,3
H0CT03155,MARGARET STREICKER,C,REP,1599.75,CT,3
H2CT03110,LESLEY DENARDIS,C,REP,46977.86,CT,3
H0CT03163,"PAGLINO, JUSTIN COBB DR MD, PHD",C,GRE,16406.94,CT,3
H2CT03102,AMY FOGELSTROM DR CHAI,C,LIB,33875.08,CT,3
H8CT04172,JIM HIMES,I,DEM,1859612.74,CT,4
H0CT04229,MICHAEL GOLDSTEIN,C,REP,235844.17,CT,4
H2CT04134,JAYME MRS. STEVENSON,C,REP,502101.27,CT,4
H8CT04057,CHRISTOPHER SHAYS,I,REP,225.0,CT,4
H2CT05123,DANIEL FRANCIS ROBERTI,O,DEM,3091.8,CT,5
H2CT05131,ELIZABETH ESTY,I,DEM,13082.0,CT,5
H2CT05248,MARCUS FURZE,C,DEM,1351.43,CT,5
H8CT05195,MARY GLASSMAN,O,DEM,0.0,CT,5
H8CT05245,JAHANA HAYES,I,DEM,3449248.45,CT,5
H8CT05252,SHANNON KULA,O,DEM,180.0,CT,5
H2CT05222,GEORGE S LOGAN,C,REP,1285255.66,CT,5
H2CT05230,MICHELLE L BOTELHO,C,REP,2809.26,CT,5
H0DC00058,ELEANOR HOLMES NORTON,I,DEM,346672.76,DC,0
H2DC01011,WENDY REV HAMILTON,C,DEM,50532.49,DC,0
H2DC01029,KELLY MIKEL WILLIAMS,C,DEM,22702.73,DC,0
H2DC01060,BRUCE POWELL MR. MAJORS,C,LIB,1929.25,DC,0
H0DE01017,JOHN CARNEY,I,DEM,7.56,DE,0
H6DE00206,LISA BLUNT ROCHESTER,I,DEM,3280496.22,DE,0
H8DE01044,LEE MURPHY,C,REP,355131.66,DE,0
H2FL00318,VINCENT DEAN MR JR CORDOVA,C,NPA,0.0,FL,0
H2FL01233,REBEKAH JONES,C,DEM,981426.83,FL,1
H2FL01258,MARGARET ANN MS SCHILLER,C,DEM,43728.51,FL,1
H0FL01146,GREGORY CHARLES CHARLES MERK,C,REP,10440.0,FL,1
H2FL01241,BRYAN CHRISTOPHER JONES,C,REP,103213.42,FL,1
H2FL01282,MARK LOMBARDO,C,REP,789690.0,FL,1
H6FL01119,MATT GAETZ,I,REP,7763393.14,FL,1
H6FL01143,RALPH JOHN III MILLS,C,REP,7172.26,FL,1
H0FL01153,ALBERT ORAM,C,NPA,1038.5,FL,1
H0FL02086,ALFRED JR LAWSON,I,DEM,946380.51,FL,2
H6FL02208,"DUNN, NEAL PATRICK MD, FACS",I,REP,1957659.76,FL,2
H2FL02140,LINDA SUSAN MS. BROOKS,C,NPA,131149.47,FL,2
H2FL03163,DANIELLE NICOLE HAWK,C,DEM,71456.54,FL,3
H8FL03020,TOM BECKWITH DR. WELLS,C,DEM,27920.42,FL,3
H0FL03175,KAT CAMMACK,I,REP,2315613.77,FL,3
H0FL03209,JAMES ST. GEORGE,O,REP,0.0,FL,3
H0FL03233,RYAN MR. CHAMBERLIN,O,REP,3346.25,FL,3
H0FL03266,DAVID THEUS,O,REP,0.0,FL,3
H0FL03282,JOE DALLAS MILLADO,O,REP,2134.86,FL,3
H2FL03189,JUSTIN JAMES MR. WATERS,C,REP,15894.0,FL,3
H2FL03197,MANUEL P ASENSIO,C,REP,62568.95,FL,3
H8FL03046,JUDSON SAPP,O,REP,7400.0,FL,3
H8FL06056,CLIFFORD B. STEARNS,C,REP,731295.78,FL,3
H2FL04195,ANTHONY TONY HILL,C,DEM,36914.98,FL,4
H6FL05193,LASHONDA J HOLLOWAY,C,DEM,0.0,FL,4
H0FL04140,ERICK JAVIER AGUILAR,C,REP,1256381.57,FL,4
H2FL04187,JASON FISCHER,C,REP,52201.0,FL,4
H2FL04211,AARON P. BEAN,C,REP,1105711.47,FL,4
H2FL05200,JON CHUBA,C,REP,17053.44,FL,4
H0FL04033,DEBORAH KATZ PUESCHEL,O,W,0.0,FL,4
H8FL05140,ALVIN BROWN,C,DEM,4158.79,FL,5
H2FL04146,LEIGHA LUNA GARNER-LOPEZ,C,REP,53806.39,FL,5
H2FL04203,MARA HEATHER MACIE,C,REP,21429.11,FL,5
H6FL04105,JOHN RUTHERFORD,I,REP,647267.7,FL,5
H0FL06111,RICHARD THRIPP,C,DEM,7369.87,FL,6
H8FL06098,NANCY SODERBERG,O,DEM,1836.4,FL,6
H6FL06118,G.G. GALLOWAY,C,REP,0.0,FL,6
H8FL06148,MICHAEL WALTZ,I,REP,2980654.3,FL,6
H2FL07230,ALLEK PASTRANA,O,DEM,19787.6,FL,7
H2FL07255,AL MR. KRULICK,O,DEM,18576.83,FL,7
H2FL07289,HLSIA TATIANA FERNANDEZ,O,DEM,14616.27,FL,7
H2FL08139,KAREN REV. DR. GREEN,O,DEM,81174.9,FL,7
H6FL07140,STEPHANIE MURPHY,I,DEM,1690268.65,FL,7
H0FL07143,LEO VALENTIN,C,REP,17076.15,FL,7
H0FL07184,SEAN JACKSON,C,REP,2650.0,FL,7
H2FL07149,JEREMY LIGGETT,O,REP,28762.38,FL,7
H2FL07156,CORY MILLS,O,REP,2608861.85,FL,7
H2FL07164,BRADY DUKE,O,REP,3114603.15,FL,7
H2FL07180,ERIKA BENFIELD,O,REP,197978.82,FL,7
H2FL07214,SCOTT STURGILL,O,REP,312202.71,FL,7
H2FL07263,RUSSELL L. MR. ROBERTS,O,REP,332570.88,FL,7
H2FL07271,AL SANTOS,O,REP,273893.72,FL,7
H2FL07297,TED EDWARDS,O,REP,810430.0,FL,7
H2FL11117,ANTHONY SABATINI,O,REP,1302592.18,FL,7
H8FL07070,JONATHAN SCOTT STURGILL,C,REP,5300.0,FL,7
H6FL08130,AL KRULICK,C,NNE,18576.83,FL,7
H2FL08105,JOANNE R TERRY,C,DEM,89159.95,FL,8
H2FL08121,DANELLE DODGE,C,DEM,76854.98,FL,8
H6FL09187,"GRAYSON, DENA MD, PHD MD, PHD",C,DEM,1774.44,FL,8
H8FL15107,BILL POSEY,I,REP,777602.83,FL,8
H2FL09186,KEVIN COPELAND PARKER,C,DEM,8025.71,FL,9
H6FL09179,DARREN SOTO,I,DEM,1445548.01,FL,9
H0FL09073,SERGIO E ORTIZ,C,REP,5677.88,FL,9
H0FL09081,WILLIAM OLSON,C,REP,151085.47,FL,9
H0FL09115,JOSE CASTILLO,C,REP,107828.37,FL,9
H2FL09228,SCOTTY MOORE,C,REP,599213.36,FL,9
H2FL09251,MARLIN DANIEL ANTHONY,C,REP,32450.23,FL,9
H2FL09277,ADIANIS MORALES,C,REP,19269.6,FL,9
H2FL08063,VALDEZ 'VAL' DEMINGS,I,DEM,81522973.19,FL,10
H2FL10184,NATALIE JACKSON,O,DEM,110805.47,FL,10
H2FL10192,ARAMIS AYALA,O,DEM,205978.54,FL,10
H2FL10200,RANDOLPH BRACY,O,DEM,545956.89,FL,10
H2FL10218,JACK JOSEPH ACHENBACH,O,DEM,5860.99,FL,10
H2FL10226,TERENCE R MR. I GRAY,O,DEM,334265.25,FL,10
H2FL10234,TERESA DR. TACHON,O,DEM,10681.84,FL,10
H2FL10259,MAXWELL ALEJANDRO FROST,O,DEM,2680747.59,FL,10
H2FL10309,JEFFREY MR. BOONE,O,DEM,48817.62,FL,10
H2FL10358,CORRINE BROWN,O,DEM,139103.23,FL,10
H6FL08213,ALAN MARK GRAYSON,O,DEM,925526.39,FL,10
H0FL10113,WILLIE MONTAGUE,O,REP,211926.85,FL,10
H0FL20112,LATERESA ANN JONES,C,REP,17683.07,FL,10
H2FL07198,TUAN A LE,O,REP,35598.08,FL,10
H2FL10283,CALVIN B MR WIMBISH,O,REP,249144.76,FL,10
H2FL10317,PETER WEED,O,REP,19350.0,FL,10
H2FL10333,THUY LOWE,O,REP,40800.0,FL,10
H2FL10291,JASON KYLE HOLIC,O,NNE,10419.38,FL,10
H2FL10325,USHA DR. JAIN,O,NON,4468.09,FL,10
H2FL11174,SHANTE MUNNS,C,DEM,20677.59,FL,11
H0FL08208,DANIEL WEBSTER,I,REP,766134.43,FL,11
H0FL11152,TONY BUNTYN,C,REP,0.0,FL,11
H0FL21078,LAURA LOOMER,C,REP,872308.62,FL,11
H2FL11125,GAVRIEL ELIYAHU SORIANO,C,REP,26393.86,FL,11
H2FL12115,JEANNETTE RENEE SKINNER,C,REP,28889.71,FL,11
H2FL11182,KEVIN DEAN PORTER,C,UN,14732.39,FL,11
H6FL13197,KIMBERLY H MS WALKER,C,DEM,23760.7,FL,12
H2FL12081,MICHAEL CARNEVALE,C,REP,5529.12,FL,12
H2FL12131,CHRISTOPHER MR. LEISER,C,REP,17282.7,FL,12
H6FL09070,GUS M BILIRAKIS,I,REP,1917608.43,FL,12
H6FL11217,JACK MARTIN,C,REP,12882.34,FL,12
H2FL13220,BEN DIAMOND,O,DEM,824310.1,FL,13
H2FL13246,MICHELE K. MS. RAYNER,O,DEM,566663.51,FL,13
H6FL13189,ERIC LYNN,O,DEM,2086313.83,FL,13
H6FL13205,CHARLIE JOSEPH CRIST,I,DEM,862258.48,FL,13
H0FL13125,SHEILA GRIFFIN,C,REP,0.0,FL,13
H0FL13133,AMANDA MAKKI,O,REP,835417.88,FL,13
H0FL13158,ANNA PAULINA LUNA,O,REP,3382885.75,FL,13
H2FL13261,MONEER KHEIREDDINE,O,REP,15075.0,FL,13
H2FL13279,AUDREY HENSON,O,REP,317931.35,FL,13
H2FL13287,KEVIN HAYSLETT,O,REP,1729097.32,FL,13
H6FL14112,CHRISTINE YVONNE QUINN,C,REP,45668.12,FL,13
H2FL13212,FRANK S CRAFT,O,LIB,15585.01,FL,13
H4FL13077,LUCAS OVERBY,C,LPF,0.0,FL,13
H2FL14269,CHRISTOPHER BRADLEY,C,DEM,32809.86,FL,14
H6FL11126,KATHY CASTOR,I,DEM,1658328.98,FL,14
H2FL14244,ANGEL SALVADOR URBINA,C,REP,5075.0,FL,14
H2FL14277,JAMES JUDGE,C,REP,214963.79,FL,14
H2FL14301,SAM NASHAGH,C,REP,17530.93,FL,14
H2FL15209,CHRIS CHAMBERS,C,REP,10571.0,FL,14
H2FL15266,JERRY TORRES,C,REP,654224.67,FL,14
H0FL15070,JESSE PHILIPPE,C,DEM,7214.87,FL,15
H2FL12073,WILLIAM VANHORN,C,DEM,19232.14,FL,15
H2FL15100,EDDIE GELLER,C,DEM,554194.09,FL,15
H2FL15225,GAVIN BROWN,C,DEM,26646.0,FL,15
H2FL15258,CESAR RAMIREZ,C,DEM,10701.31,FL,15
H4FL15155,ALAN COHN,C,DEM,856713.15,FL,15
H0FL12101,DENNIS ALAN ROSS,I,REP,192471.0,FL,15
H2FL07206,KEVIN JOHN MCGOVERN,O,REP,491044.52,FL,15
H2FL15191,JACKIE TOLEDO,C,REP,598775.29,FL,15
H2FL15217,DENNIS ROSS,C,REP,192471.0,FL,15
H2FL15233,KELLI STARGEL,C,REP,360993.0,FL,15
H2FL15241,LAUREL MRS. LEE,C,REP,1475852.5,FL,15
H8FL15230,VINCENT ROSS SPANO,I,REP,26434.62,FL,15
H8FL26054,DEMETRIES ANDREW CDR USN RET GRIMES,C,REP,421920.23,FL,15
H2FL13139,JAN SCHNEIDER,C,DEM,47591.0,FL,16
H2FL16108,MARTIN HYDE,C,REP,218209.79,FL,16
H4FL16021,MARK A FOLEY,C,REP,501509.37,FL,16
H6FL13148,VERNON BUCHANAN,I,REP,3383107.05,FL,16
H0FL17159,ALLEN ELLISON,C,DEM,98602.08,FL,17
H2FL17106,ANDREA DORIA KALE,C,DEM,28102.92,FL,17
H4FL17037,ALLEN L ELLISON,C,DEM,85261.49,FL,17
H8FL17053,GREG STEUBE,I,REP,1001899.01,FL,17
H0FL18207,PAMELA M. KEITH,C,DEM,8123.24,FL,18
H6FL18113,JONATHAN CHANE,O,DEM,0.0,FL,18
H0FL15104,SCOTT MR. FRANKLIN,I,REP,784623.66,FL,18
H2FL09194,GEORGE SHEPHERD,C,REP,2512.26,FL,18
H2FL15134,JENNIFER SUSAN RAYBON,C,REP,137733.54,FL,18
H2FL15159,WENDY JUNE MS. SCHMELING,C,REP,23238.38,FL,18
H2FL20241,LEONARD LOUIS MR. SERRATORE,C,REP,33821.71,FL,18
H6FL18121,CARLA ARLENE SPALDING,C,IND,2006019.94,FL,18
H2FL18138,KEITH R. JR HAYDEN,C,NPA,0.0,FL,18
H0FL19106,CINDY LYN BANYAI,C,DEM,106718.46,FL,19
H0FL19114,WILLIAM MATTHEW MD FIGLESTHALER,O,REP,15490.52,FL,19
H0FL19171,FORD O'CONNELL,O,REP,26579.13,FL,19
H0FL19221,CASEY ASKAR,O,REP,21.5,FL,19
H2FL14186,BYRON DONALDS,C,REP,5400519.91,FL,19
H2FL19110,JIM HUFF,C,REP,18050.74,FL,19
H4FL19090,LIZBETH BENACQUISTO,O,REP,0.0,FL,19
H6FL19087,FRANCIS ROONEY,I,REP,6731.49,FL,19
H1FL20011,PRADEL VILME,O,DEM,52750.0,FL,20
H2FL20134,BARBARA SHARIEF,O,DEM,1021180.52,FL,20
H2FL20142,ELVIN DOWLING,O,DEM,78323.81,FL,20
H2FL20159,DALE HOLNESS,O,DEM,1213481.66,FL,20
H2FL20175,PRISCILLA ANN TAYLOR,C,DEM,66410.21,FL,20
H2FL20183,PERRY THURSTON,C,DEM,548962.59,FL,20
H2FL20209,BOBBY B DUBOSE,C,DEM,434582.35,FL,20
H2FL20217,OMARI HARDY,C,DEM,206765.95,FL,20
H2FL23021,ALCEE L HASTINGS,I,DEM,150681.66,FL,20
H8FL20032,SHEILA CHERFILUS-MCCORMICK,I,DEM,6816601.25,FL,20
H2FL20225,VIC DEGRAMMONT,C,REP,26462.72,FL,20
H2FL20290,JASON MARINER,C,REP,127101.6,FL,20
H2FL25083,DREW-MONTEZ DR. CLARK,C,REP,141482.18,FL,20
H2FL20191,MICHAEL TER MAAT,C,LIB,50469.73,FL,20
H2FL18096,CORINNA BALDERRAMOS ROBINSON,C,DEM,80338.81,FL,21
H0FL21060,AARON SCANLAN,C,REP,0.0,FL,21
H2FL18088,MELISSA MARTZ,C,REP,343424.84,FL,21
H2FL21082,JEFFREY D BUONGIORNO,C,REP,262773.85,FL,21
H2FL21124,LJUBO DR MD SKRBIC,C,REP,32469.64,FL,21
H2FL21165,MARTIN J. MARKS,C,REP,189872.94,FL,21
H6FL18097,BRIAN MAST,I,REP,5218760.88,FL,21
H2FL21066,"W. MICHAEL ""MIKE"" TROUT",C,FL,4263.95,FL,21
H0FL19080,THEODORE ELIOT DEUTCH,I,DEM,705784.64,FL,22
H2FL14053,LOIS J. FRANKEL,I,DEM,1821733.61,FL,22
H2FL22189,CURTIS CALABRESE,C,DEM,10021.63,FL,22
H0FL22159,FRAN FLYNN,C,REP,2159.7,FL,22
H2FL21090,ROD MR. DORILAS,C,REP,578659.83,FL,22
H2FL21108,DANIEL JOHN FRANZESE,C,REP,1606217.92,FL,22
H2FL21132,DEBORAH ADEIMY,C,REP,203125.09,FL,22
H2FL21140,PETER STEVEN ARIANAS,C,REP,59545.89,FL,22
H2FL21157,WILLIAM WHEELEN,C,REP,37908.73,FL,22
H2FL21181,CARRIE LAWLOR,C,REP,17689.75,FL,22
H2FL22239,MICHAEL JOSEPH O'ROURKE,C,REP,0.0,FL,22
H8FL22061,NICOLAS T MR. KIMAZ,C,REP,180.67,FL,22
H0FL23082,JENNIFER PILCHICK PERELMAN,C,DEM,257.4,FL,23
H2FL22171,JARED MOSKOWITZ,C,DEM,1670073.61,FL,23
H2FL22197,BEN SORENSEN,C,DEM,824156.81,FL,23
H2FL22205,HAVA HOLZHAUER,C,DEM,116715.41,FL,23
H2FL23153,MICHAELANGELO COLLINS HAMILTON,C,DEM,10979.99,FL,23
H2FL23260,W MICHAEL TROUT,C,DEM,4263.95,FL,23
H2FL23278,ALLEN ELLISON,C,DEM,13340.59,FL,23
H0FL22118,JAMES L. PRUDEN,C,REP,230558.76,FL,23
H0FL23066,RICHARD MENDELSON,C,REP,560.0,FL,23
H2FL20043,"JOSEPH ""JOE"" KAUFMAN",C,REP,1328.85,FL,23
H2FL21173,CHRISTY MCLAUGHLIN,C,REP,25999.29,FL,23
H2FL22148,STEVEN CHESS,C,REP,84295.49,FL,23
H2FL23138,JOE BUDD,C,REP,171126.62,FL,23
H2FL23146,IRA WEINSTEIN,C,REP,43336.7,FL,23
H2FL23161,MYLES PERRONE,C,REP,12601.11,FL,23
H2FL23252,LEWIS SWEZY,C,REP,0.0,FL,23
H8FL23051,CARLOS JOSE JR. REYES,C,REP,0.0,FL,23
H0FL22126,CHRISTINE SCOTT,C,NPA,102745.14,FL,23
H2FL22163,MARK NOAH NAPIER,C,NPA,28535.94,FL,23
H0FL17068,FREDERICA S. WILSON,I,DEM,480701.44,FL,24
H2FL24045,KEVIN COREY HARRIS,C,DEM,18418.85,FL,24
H2FL24060,AUDREY EDMONSON,C,DEM,33280.82,FL,24
H0FL24205,LAVERN SPICER,C,REP,290462.12,FL,24
H2FL23120,MELINDA ALMONTE,C,REP,11025.0,FL,24
H2FL24052,PATRICIA GONZALEZ,C,REP,48.1,FL,24
H2FL24078,JESUS NAVARRO,C,REP,15910.7,FL,24
H0FL23041,CHRISTINE ALEXANDRIA OLIVO,C,NPA,131107.15,FL,24
H2FL25067,ADAM GENTLE,C,DEM,91600.44,FL,25
H2FL25091,ROBERT MILLWEE,C,DEM,21392.01,FL,25
H4FL20023,DEBBIE WASSERMAN SCHULTZ,I,DEM,1920982.4,FL,25
H8FL27086,MARY BARZEE FLORES,O,DEM,0.0,FL,25
H0FL19163,DARREN DIONE MR. AQUINO,C,REP,49584.79,FL,25
H0FL23090,CARLA A SPALDING,C,REP,2006019.94,FL,25
H2FL23104,RUBIN MR. YOUNG,C,REP,17697.74,FL,25
H2FL24037,CHRISTINE ALEXANDRIA OLIVO,C,DEM,131107.15,FL,26
H8FL26039,DEBBIE MUCARSEL-POWELL,I,DEM,22406.65,FL,26
H0FL25038,DAVID RIVERA,C,REP,870.78,FL,26
H2FL25018,MARIO DIAZ-BALART,I,REP,1477235.65,FL,26
H2FL26081,RUTH ANN SWANSON,C,REP,4266.52,FL,26
H0FL26044,DENNIS MISIGOY,C,LIB,14879.18,FL,26
H2FL27055,ANGEL MONTALVO,C,DEM,27421.12,FL,27
H2FL27089,KEN RUSSELL,C,DEM,1943491.45,FL,27
H2FL27097,EILEEN HIGGINS,C,DEM,0.0,FL,27
H8FL00034,ANNETTE TADDEO,C,DEM,1937254.1,FL,27
H8FL27052,JOSE JAVIER RODRIGUEZ,O,DEM,636.0,FL,27
H8FL27060,DAVID RICHARDSON,O,DEM,-134.69,FL,27
H2FL27071,FRANK POLO,C,REP,25206.22,FL,27
H8FL27110,GABRIEL A FERRER,C,REP,353.0,FL,27
H8FL27185,MARIA ELVIRA SALAZAR,I,REP,5639309.43,FL,27
H2FL28038,ROBERT ASENCIO,O,DEM,123518.93,FL,28
H0FL26036,CARLOS GIMENEZ,I,REP,1463050.05,FL,28
H2FL26073,JEREMIAH SCHAFFER,C,REP,30244.98,FL,28
H2FL28020,CARLOS A MR MARTINEZ GARIN,C,REP,24289.98,FL,28
H8FL26062,SOURAYA FAAS,O,LIB,0.0,FL,28
H0GA01029,JOYCE MARIE GRIGGS,C,DEM,45326.45,GA,1
H2GA01249,WADE WILKES MR. II HERRING,C,DEM,1391152.16,GA,1
H2GA01272,MICHELLE MUNROE,C,DEM,88178.66,GA,1
H0GA01060,DANIEL MERRITT,C,REP,89.7,GA,1
H4GA01039,EARL LEROY CARTER,I,REP,2015646.01,GA,1
H2GA02031,SANFORD BISHOP,I,DEM,3181143.31,GA,2
H2GA02148,JOSEPH O'HARA,C,DEM,5220.0,GA,2
H0GA02258,DONALD EUGENE COLE,C,REP,2302.22,GA,2
H2GA02155,CHRISTOPHER CHRIS WEST,C,REP,999760.44,GA,2
H2GA02163,ARTHUR WAYNE JOHNSON,C,REP,594130.88,GA,2
H2GA02171,RICHARD M ROBERTSON,C,REP,21878.62,GA,2
H2GA02189,JEREMY HUNT,C,REP,991098.06,GA,2
