id,year,state,state_po,district,runoff,special,candidate_name,party,CAND_ICI,TTL_DISB,adjusted_vote_margin,candidate_votes,total_votes,NHE,pvi,percent_of_vote,vote_margin,FEC_candidate_id
2012CA44,2012,CALIFORNIA,CA,44,,False,LAURA RICHARDSON,Democrat,I,619800.49,30.3,65989,165898,-1.1,-29.0,0.3978,0.2044,H8CA37137
2012CA45,2012,CALIFORNIA,CA,45,,False,JOHN CAMPBELL,Republican,I,1431706.01,7.07,171417,293231,-1.1,8.0,0.5846,0.1692,H6CA48039
2012CA45,2012,CALIFORNIA,CA,45,,False,SUKHEE KANG,Democrat,C,754627.17,-6.73,121814,293231,-1.1,8.0,0.4154,0.1692,H2CA48087
2012CA46,2012,CALIFORNIA,CA,46,,False,JERRY HAYDEN,Republican,,,-3.82,54121,149815,-1.1,-3.0,0.3613,0.2774,
2012CA46,2012,CALIFORNIA,CA,46,,False,LORETTA SANCHEZ,Democrat,I,1679429.19,4.38,95694,149815,-1.1,-3.0,0.6387,0.2774,H6CA46033
2012CA47,2012,CALIFORNIA,CA,47,,False,ALAN LOWENTHAL,Democrat,C,1175009.14,6.23,130093,230012,-1.1,-5.0,0.5656,0.1312,H2CA00104
2012CA47,2012,CALIFORNIA,CA,47,,False,GARY DELONG,Republican,C,1418740.41,-5.97,99919,230012,-1.1,-5.0,0.4344,0.1312,H2CA47105
2012CA48,2012,CALIFORNIA,CA,48,,False,DANA ROHRABACHER,Republican,I,582122.28,7.12,177144,290502,-1.1,8.0,0.6098,0.2196,H8CA42061
2012CA48,2012,CALIFORNIA,CA,48,,False,RON VARASTEH,Democrat,C,75073.19,-6.68,113358,290502,-1.1,8.0,0.3902,0.2196,H2CA48095
2012CA49,2012,CALIFORNIA,CA,49,,False,DARRELL E ISSA,Republican,I,1115221.66,4.06,159725,274618,-1.1,5.0,0.5816,0.1632,H0CA48024
2012CA49,2012,CALIFORNIA,CA,49,,False,JERRY TETALMAN,Democrat,C,132719.53,-3.74,114893,274618,-1.1,5.0,0.4184,0.1632,H2CA49218
2012CA5,2012,CALIFORNIA,CA,5,,False,MIKE THOMPSON,Democrat,I,1617250.71,19.59,202872,272417,-1.1,-18.0,0.7447,0.4894,H8CA01109
2012CA5,2012,CALIFORNIA,CA,5,,False,RANDY LOFTIN,Republican,,,-18.61,69545,272417,-1.1,-18.0,0.2553,0.4894,
2012CA50,2012,CALIFORNIA,CA,50,,False,DAVID B SECOR,Democrat,C,150.96,-12.55,83455,258293,-1.1,14.0,0.3231,0.3538,H2CA50158
2012CA50,2012,CALIFORNIA,CA,50,,False,DUNCAN HUNTER,Republican,I,993680.5,13.25,174838,258293,-1.1,14.0,0.6769,0.3538,H8CA52052
2012CA51,2012,CALIFORNIA,CA,51,,False,JUAN VARGAS,Democrat,O,1024618.48,12.53,113934,159398,-1.1,-11.0,0.7148,0.4296,H2CA50026
2012CA51,2012,CALIFORNIA,CA,51,,False,MICHAEL CRIMMINS,Republican,O,34320.22,-11.67,45464,159398,-1.1,-11.0,0.2852,0.4296,H8CA53019
2012CA52,2012,CALIFORNIA,CA,52,,False,BRIAN P BILBRAY,Republican,I,2772270.37,-2.08,144459,295910,-1.1,-1.0,0.4882,0.0236,H4CA49032
2012CA52,2012,CALIFORNIA,CA,52,,False,SCOTT PETERS,Democrat,C,4352737.01,2.12,151451,295910,-1.1,-1.0,0.5118,0.0236,H2CA52089
2012CA53,2012,CALIFORNIA,CA,53,,False,NICK POPADITCH,Republican,C,117613.68,-7.87,103482,268307,-1.1,-7.0,0.3857,0.2286,H0CA51036
2012CA53,2012,CALIFORNIA,CA,53,,False,SUSAN A DAVIS,Democrat,I,952525.18,8.33,164825,268307,-1.1,-7.0,0.6143,0.2286,H0CA49055
2012CA6,2012,CALIFORNIA,CA,6,,False,DORIS O MATSUI,Democrat,I,858322.9,14.6,160667,214073,-1.1,-13.0,0.7505,0.501,H6CA05195
2012CA6,2012,CALIFORNIA,CA,6,,False,JOSEPH MCCRAY SR,Republican,O,29001.48,-13.6,53406,214073,-1.1,-13.0,0.2495,0.501,H2CA06291
2012CA7,2012,CALIFORNIA,CA,7,,False,AMI BERA,Democrat,C,3564211.09,-1.87,141241,273291,-1.1,3.0,0.5168,0.0336,H0CA03078
2012CA7,2012,CALIFORNIA,CA,7,,False,DANIEL E LUNGREN,Republican,I,2718888.94,1.93,132050,273291,-1.1,3.0,0.4832,0.0336,H6CA34112
2012CA8,2012,CALIFORNIA,CA,8,,False,GREGG IMUS,Republican,O,110127.67,11.05,76551,179644,-1.1,12.0,0.4261,0.1478,H2CA41116
2012CA8,2012,CALIFORNIA,CA,8,,False,PAUL COOK,Republican,C,583981.44,11.05,103093,179644,-1.1,12.0,0.5739,0.1478,H2CA08164
2012CA9,2012,CALIFORNIA,CA,9,,False,JERRY MCNERNEY,Democrat,I,2744513.95,3.21,118373,213077,-1.1,-2.0,0.5555,0.111,H4CA11081
2012CA9,2012,CALIFORNIA,CA,9,,False,RICKY GILL,Republican,C,2947420.19,-2.99,94704,213077,-1.1,-2.0,0.4445,0.111,H2CA11135
2012CO1,2012,COLORADO,CO,1,,False,DANNY STROUD,Republican,C,18183.17,-17.69,93217,348210,-1.1,-17.0,0.2677,0.4146,H2CO01124
2012CO1,2012,COLORADO,CO,1,,False,DIANA DEGETTE,Democrat,I,1098046.15,18.51,237579,348210,-1.1,-17.0,0.6823,0.4146,H6CO01141
2012CO1,2012,COLORADO,CO,1,,False,FRANK ATWOOD,Other,,,,12585,348210,-1.1,-17.0,0.0361,0.4146,
2012CO1,2012,COLORADO,CO,1,,False,GARY SWING,Other,,,,4829,348210,-1.1,-17.0,0.0139,0.4146,
2012CO2,2012,COLORADO,CO,2,,False,JARED POLIS,Democrat,I,1506673.17,9.27,234758,421580,-1.1,-8.0,0.5569,0.1711,H8CO02137
2012CO2,2012,COLORADO,CO,2,,False,KEVIN LUNDBERG,Republican,C,282160.66,-8.93,162639,421580,-1.1,-8.0,0.3858,0.1711,H2CO02148
2012CO2,2012,COLORADO,CO,2,,False,RANDY LUALLIN,Other,,,,13770,421580,-1.1,-8.0,0.0327,0.1711,
2012CO2,2012,COLORADO,CO,2,,False,SUSAN P HALL,Other,,,,10413,421580,-1.1,-8.0,0.0247,0.1711,
2012CO3,2012,COLORADO,CO,3,,False,GREGORY GILMAN,Other,,,,8212,347247,-1.1,4.0,0.0236,0.1229,
2012CO3,2012,COLORADO,CO,3,,False,SAL PACE,Democrat,C,1953038.26,-2.78,142619,347247,-1.1,4.0,0.4107,0.1229,H2CO03138
2012CO3,2012,COLORADO,CO,3,,False,SCOTT R TIPTON,Republican,I,2225170.66,3.02,185291,347247,-1.1,4.0,0.5336,0.1229,H6CO03139
2012CO3,2012,COLORADO,CO,3,,False,TISHA T CASIDA,Other,C,36200.0,,11125,347247,-1.1,4.0,0.032,0.1229,H2CO03146
2012CO4,2012,COLORADO,CO,4,,False,BRANDON SHAFFER,Democrat,C,895692.51,-10.68,125800,342336,-1.1,12.0,0.3675,0.2167,H2CO04094
2012CO4,2012,COLORADO,CO,4,,False,CORY GARDNER,Republican,I,1873982.8,11.12,200006,342336,-1.1,12.0,0.5842,0.2167,H0CO04122
2012CO4,2012,COLORADO,CO,4,,False,DOUG ADEN,Other,,,,5848,342336,-1.1,12.0,0.0171,0.2167,
2012CO4,2012,COLORADO,CO,4,,False,JOSH GILLILAND,Other,C,2021.0,,10682,342336,-1.1,12.0,0.0312,0.2167,H2CO04102
2012CO5,2012,COLORADO,CO,5,,False,DAVE ANDERSON,Other,C,239593.47,,53318,307231,-1.1,15.0,0.1735,0.4763,H2CO05059
2012CO5,2012,COLORADO,CO,5,,False,DOUG LAMBORN,Republican,I,824502.31,14.38,199639,307231,-1.1,15.0,0.6498,0.4763,H6CO05159
2012CO5,2012,COLORADO,CO,5,,False,JIM PIRTLE,Other,C,3853.65,,22778,307231,-1.1,15.0,0.0741,0.4763,H2CO05067
2012CO5,2012,COLORADO,CO,5,,False,KENNETH R HARVELL,Other,,,,13212,307231,-1.1,15.0,0.043,0.4763,
2012CO5,2012,COLORADO,CO,5,,False,MISHA LUZOV,Other,,,,18284,307231,-1.1,15.0,0.0595,0.4763,
2012CO6,2012,COLORADO,CO,6,,False,JOE MIKLOSI,Democrat,C,1703888.85,0.12,156937,342914,-1.1,1.0,0.4577,0.0204,H2CO06123
2012CO6,2012,COLORADO,CO,6,,False,KATHY POLHEMUS,Other,C,100389.74,,13442,342914,-1.1,1.0,0.0392,0.0204,H2CO06149
2012CO6,2012,COLORADO,CO,6,,False,MIKE COFFMAN,Republican,I,3844986.68,-0.08,163938,342914,-1.1,1.0,0.4781,0.0204,H8CO06138
2012CO6,2012,COLORADO,CO,6,,False,PATRICK E PROVOST,Other,,,,8597,342914,-1.1,1.0,0.0251,0.0204,
2012CO7,2012,COLORADO,CO,7,,False,BUCK BAILEY,Other,,,,9148,340970,-1.1,-3.0,0.0268,0.1272,
2012CO7,2012,COLORADO,CO,7,,False,"DOUGLAS ""DAYHORSE"" CAMPBELL",Other,,,,10296,340970,-1.1,-3.0,0.0302,0.1272,
2012CO7,2012,COLORADO,CO,7,,False,ED PERLMUTTER,Democrat,I,2988390.89,4.23,182460,340970,-1.1,-3.0,0.5351,0.1272,H6CO07023
2012CO7,2012,COLORADO,CO,7,,False,JOE COORS,Republican,C,4832074.85,-3.97,139066,340970,-1.1,-3.0,0.4079,0.1272,H2CO07121
2012CT1,2012,CONNECTICUT,CT,1,,False,JOHN B LARSON,Democrat,I,2232557.75,13.47,192840,297061,-1.1,-12.0,0.6492,0.3721,H8CT01046
2012CT1,2012,CONNECTICUT,CT,1,,False,JOHN B LARSON,Other,I,2232557.75,,14133,297061,-1.1,-12.0,0.0476,0.3721,H8CT01046
2012CT1,2012,CONNECTICUT,CT,1,,False,JOHN HENRY DECKER,Republican,C,73150.1,-12.73,82321,297061,-1.1,-12.0,0.2771,0.3721,H2CT01163
2012CT1,2012,CONNECTICUT,CT,1,,False,MATTHEW M COREY,Other,C,7050.0,,2290,297061,-1.1,-12.0,0.0077,0.3721,H2CT01189
2012CT1,2012,CONNECTICUT,CT,1,,False,S MICHAEL DEROSA,Other,C,2859.0,,5477,297061,-1.1,-12.0,0.0184,0.3721,H2CT01155
2012CT2,2012,CONNECTICUT,CT,2,,False,COLIN D BENNETT,Other,,,,3638,298960,-1.1,-6.0,0.0122,0.339,
2012CT2,2012,CONNECTICUT,CT,2,,False,DANIEL J REALE,Other,,,,2511,298960,-1.1,-6.0,0.0084,0.339,
2012CT2,2012,CONNECTICUT,CT,2,,False,JOE COURTNEY,Democrat,I,1449934.62,7.44,189444,298960,-1.1,-6.0,0.6337,0.339,H2CT02112
2012CT2,2012,CONNECTICUT,CT,2,,False,JOE COURTNEY,Other,I,1449934.62,,15264,298960,-1.1,-6.0,0.0511,0.339,H2CT02112
2012CT2,2012,CONNECTICUT,CT,2,,False,PAUL M FORMICA,Republican,C,123494.27,-6.76,88103,298960,-1.1,-6.0,0.2947,0.339,H2CT02146
2012CT3,2012,CONNECTICUT,CT,3,,False,ROSA L DELAURO,Democrat,I,1169821.23,10.52,197163,291301,-1.1,-9.0,0.6768,0.4237,H0CT03072
2012CT3,2012,CONNECTICUT,CT,3,,False,ROSA L DELAURO,Other,I,1169821.23,,20410,291301,-1.1,-9.0,0.0701,0.4237,H0CT03072
2012CT3,2012,CONNECTICUT,CT,3,,False,WAYNE WINSLEY,Republican,O,60750.93,-9.68,73726,291301,-1.1,-9.0,0.2531,0.4237,H2CT05180
2012CT4,2012,CONNECTICUT,CT,4,,False,JAMES A HIMES,Democrat,I,2289994.06,6.27,167320,293432,-1.1,-5.0,0.5702,0.1698,H8CT04172
2012CT4,2012,CONNECTICUT,CT,4,,False,JAMES A HIMES,Other,I,2289994.06,,8609,293432,-1.1,-5.0,0.0293,0.1698,H8CT04172
2012CT4,2012,CONNECTICUT,CT,4,,False,STEVE OBSITNIK,Republican,C,1720107.0,-5.93,117503,293432,-1.1,-5.0,0.4004,0.1698,H2CT04068
2012CT5,2012,CONNECTICUT,CT,5,,False,ANDREW RORABACK,Other,O,1574453.91,,9710,284757,-1.1,-2.0,0.0341,0.0305,H2CT05206
2012CT5,2012,CONNECTICUT,CT,5,,False,ANDREW RORABACK,Republican,O,1574453.91,-3.07,128927,284757,-1.1,-2.0,0.4528,0.0305,H2CT05206
2012CT5,2012,CONNECTICUT,CT,5,,False,ELIZABETH ESTY,Democrat,O,3285559.7,3.13,137631,284757,-1.1,-2.0,0.4833,0.0305,H2CT05131
2012CT5,2012,CONNECTICUT,CT,5,,False,ELIZABETH ESTY,Other,O,3285559.7,,8467,284757,-1.1,-2.0,0.0297,0.0305,H2CT05131
2012DE0,2012,DELAWARE,DE,0,,False,BERNARD AUGUST,Other,,,,4273,388059,-1.1,-7.0,0.011,0.3097,
2012DE0,2012,DELAWARE,DE,0,,False,JOHN C CARNEY,Democrat,I,1016701.58,8.41,249933,388059,-1.1,-7.0,0.6441,0.3097,H0DE01017
2012DE0,2012,DELAWARE,DE,0,,False,SCOTT GESTY,Other,,,,4096,388059,-1.1,-7.0,0.0106,0.3097,
2012DE0,2012,DELAWARE,DE,0,,False,THOMAS H KOVACH,Republican,C,212005.76,-7.79,129757,388059,-1.1,-7.0,0.3344,0.3097,H2DE00130
2012FL1,2012,FLORIDA,FL,1,,False,CALEN FRETTS,Other,C,14961.92,,11176,342594,-1.1,21.0,0.0326,0.4247,H2FL01191
2012FL1,2012,FLORIDA,FL,1,,False,JEFF MILLER,Republican,I,684274.71,20.32,238440,342594,-1.1,21.0,0.696,0.4247,H2FL01100
2012FL1,2012,FLORIDA,FL,1,,False,JIM BRYAN,Democrat,,,-19.48,92961,342594,-1.1,21.0,0.2713,0.4247,
2012FL10,2012,FLORIDA,FL,10,,False,DANIEL WEBSTER,Republican,I,1498872.06,5.93,164649,318269,-1.1,7.0,0.5173,0.0348,H0FL08208
2012FL10,2012,FLORIDA,FL,10,,False,VAL B DEMINGS,Democrat,C,1955180.29,-5.87,153574,318269,-1.1,7.0,0.4825,0.0348,H2FL08063
2012FL11,2012,FLORIDA,FL,11,,False,H DAVID WERDER,Democrat,,,-6.61,120303,338663,-1.1,8.0,0.3552,0.2896,
2012FL11,2012,FLORIDA,FL,11,,False,RICHARD B NUGENT,Republican,I,560894.0,7.19,218360,338663,-1.1,8.0,0.6448,0.2896,H0FL05139
2012FL12,2012,FLORIDA,FL,12,,False,GUS M BILIRAKIS,Republican,I,919050.25,5.21,209604,330167,-1.1,6.0,0.6348,0.3054,H6FL09070
2012FL12,2012,FLORIDA,FL,12,,False,JOHN RUSSELL,Other,C,8698.0,,6878,330167,-1.1,6.0,0.0208,0.3054,H4FL05032
2012FL12,2012,FLORIDA,FL,12,,False,JONATHAN MICHAEL SNOW,Democrat,C,18606.54,-4.59,108770,330167,-1.1,6.0,0.3294,0.3054,H2FL09103
2012FL12,2012,FLORIDA,FL,12,,False,PAUL SIDNEY ELLIOTT,Other,C,32375.7,,4915,330167,-1.1,6.0,0.0149,0.3054,H2FL12065
2012FL13,2012,FLORIDA,FL,13,,False,C W BILL YOUNG,Republican,I,1047105.4,0.05,189605,329347,-1.1,1.0,0.5757,0.1514,H6FL06035
2012FL13,2012,FLORIDA,FL,13,,False,JESSICA EHRLICH,Democrat,C,530198.61,0.25,139742,329347,-1.1,1.0,0.4243,0.1514,H2FL10150
2012FL14,2012,FLORIDA,FL,14,,False,"EVELIO ""E J"" OTERO",Republican,C,179061.56,-11.7,83480,280601,-1.1,-11.0,0.2975,0.405,H2FL11091
2012FL14,2012,FLORIDA,FL,14,,False,KATHY CASTOR,Democrat,I,801763.55,12.5,197121,280601,-1.1,-11.0,0.7025,0.405,H6FL11126
2012FL15,2012,FLORIDA,FL,15,,False,DENNIS A ROSS,Republican,I,724608.21,6.9,1,1,-1.1,8.0,1.0,0.0,H0FL12101
2012FL16,2012,FLORIDA,FL,16,,False,KEITH FITZGERALD,Democrat,C,1447610.84,-3.83,161929,349076,-1.1,5.0,0.4639,0.0722,H2FL13188
2012FL16,2012,FLORIDA,FL,16,,False,VERN BUCHANAN,Republican,I,3561677.07,3.97,187147,349076,-1.1,5.0,0.5361,0.0722,H6FL13148
2012FL17,2012,FLORIDA,FL,17,,False,THOMAS J ROONEY,Republican,I,1092225.21,9.07,165488,282266,-1.1,10.0,0.5863,0.1726,H8FL16022
2012FL17,2012,FLORIDA,FL,17,,False,WILLIAM BRONSON,Democrat,C,22852.0,-8.73,116766,282266,-1.1,10.0,0.4137,0.1726,H2FL00300
2012FL18,2012,FLORIDA,FL,18,,False,ALLEN B WEST,Republican,I,18471216.08,-0.09,164353,330665,-1.1,1.0,0.497,0.0058,H8FL22038
2012FL18,2012,FLORIDA,FL,18,,False,PATRICK MURPHY,Democrat,C,4480428.11,0.11,166257,330665,-1.1,1.0,0.5028,0.0058,H2FL22072
2012FL19,2012,FLORIDA,FL,19,,False,BRANDON M SMITH,Other,,,,6637,306216,-1.1,11.0,0.0217,0.2615,
2012FL19,2012,FLORIDA,FL,19,,False,JIM ROACH,Democrat,O,85868.77,-9.64,109746,306216,-1.1,11.0,0.3584,0.2615,H0FL14065
2012FL19,2012,FLORIDA,FL,19,,False,TREY RADEL,Republican,,,10.16,189833,306216,-1.1,11.0,0.6199,0.2615,
2012FL2,2012,FLORIDA,FL,2,,False,AL LAWSON,Democrat,C,759725.03,-1.85,157634,333718,-1.1,3.0,0.4724,0.0546,H0FL02086
2012FL2,2012,FLORIDA,FL,2,,False,STEVE SOUTHERLAND II,Republican,I,1722317.48,1.95,175856,333718,-1.1,3.0,0.527,0.0546,H0FL02110
2012FL20,2012,FLORIDA,FL,20,,False,ALCEE L HASTINGS,Democrat,I,558061.51,29.86,214727,244285,-1.1,-28.0,0.879,0.758,H2FL23021
2012FL20,2012,FLORIDA,FL,20,,False,RANDALL TERRY,Other,O,158403.04,,29553,244285,-1.1,-28.0,0.121,0.758,H2FL20100
2012FL21,2012,FLORIDA,FL,21,,False,CESAR HENAO,Other,C,30414.36,,25361,284400,-1.1,-12.0,0.0892,0.6452,H2FL19094
2012FL21,2012,FLORIDA,FL,21,,False,THEODORE E DEUTCH,Democrat,I,921398.24,13.75,221263,284400,-1.1,-12.0,0.778,0.6452,H0FL19080
2012FL21,2012,FLORIDA,FL,21,,False,"W MICHAEL ""MIKE"" TROUT",Other,,,,37776,284400,-1.1,-12.0,0.1328,0.6452,
2012FL22,2012,FLORIDA,FL,22,,False,ADAM HASNER,Republican,C,3368776.59,-6.01,142050,313071,-1.1,-5.0,0.4537,0.0926,H2FL22098
2012FL22,2012,FLORIDA,FL,22,,False,LOIS FRANKEL,Democrat,C,3490565.22,6.19,171021,313071,-1.1,-5.0,0.5463,0.0926,H2FL14053
2012FL23,2012,FLORIDA,FL,23,,False,DEBBIE WASSERMAN SCHULTZ,Democrat,I,3520041.53,11.38,174205,275430,-1.1,-10.0,0.6325,0.2763,H4FL20023
2012FL23,2012,FLORIDA,FL,23,,False,ILYA KATZ,Other,,,,3129,275430,-1.1,-10.0,0.0114,0.2763,
2012FL23,2012,FLORIDA,FL,23,,False,KAREN HARRINGTON,Republican,C,1884197.57,-10.82,98096,275430,-1.1,-10.0,0.3562,0.2763,H0FL20070
2012FL24,2012,FLORIDA,FL,24,,False,FREDERICA S WILSON,Democrat,I,558520.0,34.1,1,1,-1.1,-33.0,1.0,0.0,H0FL17068
2012FL25,2012,FLORIDA,FL,25,,False,MARIO DIAZ-BALART,Republican,I,769587.43,7.5,151466,200229,-1.1,8.0,0.7565,0.5984,H2FL25018
2012FL25,2012,FLORIDA,FL,25,,False,STANLEY BLUMENTHAL,Other,C,194697.45,,31664,200229,-1.1,8.0,0.1581,0.5984,H0FL20104
2012FL25,2012,FLORIDA,FL,25,,False,VOTEFOREDDIECOM,Other,,,,17099,200229,-1.1,8.0,0.0854,0.5984,
2012FL26,2012,FLORIDA,FL,26,,False,ANGEL FERNANDEZ,Other,C,24055.0,,5726,252957,-1.1,3.0,0.0226,0.1062,H2FL26065
2012FL26,2012,FLORIDA,FL,26,,False,DAVID RIVERA,Republican,C,616312.36,2.01,108820,252957,-1.1,3.0,0.4302,0.1062,H0FL25038
2012FL26,2012,FLORIDA,FL,26,,False,JOE GARCIA,Democrat,C,1162567.84,-1.79,135694,252957,-1.1,3.0,0.5364,0.1062,H8FL25015
2012FL26,2012,FLORIDA,FL,26,,False,JOSE PEIXOTO,Other,C,27557.0,,2717,252957,-1.1,3.0,0.0107,0.1062,H2FL18054
2012FL27,2012,FLORIDA,FL,27,,False,ILEANA ROS-LEHTINEN,Republican,I,1190873.38,4.13,138488,230171,-1.1,5.0,0.6017,0.2323,H0FL18025
2012FL27,2012,FLORIDA,FL,27,,False,MANNY YEVANCEY,Democrat,,,-3.67,85020,230171,-1.1,5.0,0.3694,0.2323,
2012FL27,2012,FLORIDA,FL,27,,False,THOMAS JOE CRUZ-WIGGINS,Other,,,,6663,230171,-1.1,5.0,0.0289,0.2323,
2012FL3,2012,FLORIDA,FL,3,,False,J R GAILLOT,Democrat,O,14053.26,-10.58,102468,315669,-1.1,12.0,0.3246,0.3227,H2FL28012
2012FL3,2012,FLORIDA,FL,3,,False,PHILIP DODDS,Other,C,15058.0,,8870,315669,-1.1,12.0,0.0281,0.3227,H2FL03130
2012FL3,2012,FLORIDA,FL,3,,False,TED YOHO,Republican,,,11.22,204331,315669,-1.1,12.0,0.6473,0.3227,
2012FL4,2012,FLORIDA,FL,4,,False,ANDER CRENSHAW,Republican,I,721657.11,18.42,239988,315470,-1.1,19.0,0.7607,0.5222,H0FL04066
2012FL4,2012,FLORIDA,FL,4,,False,JIM KLAUDER,Other,C,56628.74,,75236,315470,-1.1,19.0,0.2385,0.5222,H2FL04112
2012FL5,2012,FLORIDA,FL,5,,False,CORRINE BROWN,Democrat,I,618190.36,18.55,190472,269153,-1.1,-17.0,0.7077,0.445,H2FL03056
2012FL5,2012,FLORIDA,FL,5,,False,EILEEN FLEMING,Other,,,,7978,269153,-1.1,-17.0,0.0296,0.445,
2012FL5,2012,FLORIDA,FL,5,,False,LEANNE KOLB,Republican,C,19941.0,-17.66,70700,269153,-1.1,-17.0,0.2627,0.445,H0FL03100
2012FL6,2012,FLORIDA,FL,6,,False,HEATHER BEAVEN,Democrat,C,258206.76,-4.76,146489,342451,-1.1,6.0,0.4278,0.1444,H0FL07077
2012FL6,2012,FLORIDA,FL,6,,False,RON DESANTIS,Republican,C,1127141.88,5.04,195962,342451,-1.1,6.0,0.5722,0.1444,H2FL00292
2012FL7,2012,FLORIDA,FL,7,,False,JASON H KENDALL,Democrat,C,12806.0,-3.73,130479,316010,-1.1,5.0,0.4129,0.1742,H2FL07123
2012FL7,2012,FLORIDA,FL,7,,False,JOHN L MICA,Republican,I,2473672.27,4.07,185518,316010,-1.1,5.0,0.5871,0.1742,H2FL08055
2012FL8,2012,FLORIDA,FL,8,,False,BILL POSEY,Republican,I,900121.53,7.11,205432,348909,-1.1,8.0,0.5888,0.2137,H8FL15107
2012FL8,2012,FLORIDA,FL,8,,False,RICHARD H GILLMOR,Other,C,12814.0,,12607,348909,-1.1,8.0,0.0361,0.2137,H2FL08071
2012FL8,2012,FLORIDA,FL,8,,False,SHANNON ROBERTS,Democrat,C,25370.39,-6.69,130870,348909,-1.1,8.0,0.3751,0.2137,H0FL15054
2012FL9,2012,FLORIDA,FL,9,,False,ALAN GRAYSON,Democrat,C,5352174.02,5.35,164891,263747,-1.1,-4.0,0.6252,0.2504,H6FL08213
2012FL9,2012,FLORIDA,FL,9,,False,TODD LONG,Republican,C,148812.47,-4.85,98856,263747,-1.1,-4.0,0.3748,0.2504,H6FL08247
2012GA1,2012,GEORGIA,GA,1,,False,JACK KINGSTON,Republican,I,1208213.63,8.16,157181,249580,-1.1,9.0,0.6298,0.2596,H2GA01157
2012GA1,2012,GEORGIA,GA,1,,False,LESLI RAE MESSINGER,Democrat,C,113902.84,-7.64,92399,249580,-1.1,9.0,0.3702,0.2596,H2GA01231
2012GA10,2012,GEORGIA,GA,10,,False,PAUL C BROUN,Republican,I,1295800.79,11.9,211065,211065,-1.1,13.0,1.0,0.0,H8GA10049
2012GA11,2012,GEORGIA,GA,11,,False,PATRICK THOMPSON,Democrat,C,6379.0,-17.53,90353,287321,-1.1,19.0,0.3145,0.371,H2GA11206
2012GA11,2012,GEORGIA,GA,11,,False,PHIL GINGREY,Republican,I,1140885.35,18.27,196968,287321,-1.1,19.0,0.6855,0.371,H2GA11149
2012GA12,2012,GEORGIA,GA,12,,False,JOHN BARROW,Democrat,I,2880362.64,-7.83,139148,259121,-1.1,9.0,0.537,0.074,H4GA12010
2012GA12,2012,GEORGIA,GA,12,,False,LEE ANDERSON,Republican,C,1306198.99,7.97,119973,259121,-1.1,9.0,0.463,0.074,H2GA12105
2012GA13,2012,GEORGIA,GA,13,,False,DAVID SCOTT,Democrat,I,845674.93,11.53,201988,281538,-1.1,-10.0,0.7174,0.4348,H2GA13012
2012GA13,2012,GEORGIA,GA,13,,False,S MALIK,Republican,,,-10.67,79550,281538,-1.1,-10.0,0.2826,0.4348,
2012GA14,2012,GEORGIA,GA,14,,False,"DANIEL ""DANNY"" GRANT",Democrat,C,33400.5,-21.44,59245,219192,-1.1,23.0,0.2703,0.4594,H2GA14010
2012GA14,2012,GEORGIA,GA,14,,False,TOM GRAVES,Republican,,,22.36,159947,219192,-1.1,23.0,0.7297,0.4594,
2012GA2,2012,GEORGIA,GA,2,,False,JOHN HOUSE,Republican,C,168222.8,-4.82,92410,255161,-1.1,-4.0,0.3622,0.2756,H2GA02114
2012GA2,2012,GEORGIA,GA,2,,False,SANFORD D BISHOP JR,Democrat,I,1301603.64,5.38,162751,255161,-1.1,-4.0,0.6378,0.2756,H2GA02031
2012GA3,2012,GEORGIA,GA,3,,False,LYNN A WESTMORELAND,Republican,I,1055937.98,17.9,232380,232380,-1.1,19.0,1.0,0.0,H4GA08067
2012GA4,2012,GEORGIA,GA,4,,False,"HENRY C ""HANK"" JOHNSON JR",Democrat,I,433430.85,18.57,208861,283902,-1.1,-17.0,0.7357,0.4714,H6GA04129
2012GA4,2012,GEORGIA,GA,4,,False,J CHRIS VAUGHN,Republican,C,44944.29,-17.63,75041,283902,-1.1,-17.0,0.2643,0.4714,H2GA04144
2012GA5,2012,GEORGIA,GA,5,,False,HOWARD STOPECK,Republican,C,71960.0,-31.41,43335,277665,-1.1,-31.0,0.1561,0.6878,H2GA05133
2012GA5,2012,GEORGIA,GA,5,,False,JOHN LEWIS,Democrat,I,1300095.24,32.79,234330,277665,-1.1,-31.0,0.8439,0.6878,H6GA05217
2012GA6,2012,GEORGIA,GA,6,,False,JEFF KAZANOW,Democrat,C,44593.0,-12.61,104365,294034,-1.1,14.0,0.3549,0.2902,H2GA06115
2012GA6,2012,GEORGIA,GA,6,,False,TOM PRICE,Republican,I,1779245.68,13.19,189669,294034,-1.1,14.0,0.6451,0.2902,H4GA06087
2012GA7,2012,GEORGIA,GA,7,,False,ROB WOODALL,Republican,I,426844.12,15.14,156689,252066,-1.1,16.0,0.6216,0.2432,H0GA07133
2012GA7,2012,GEORGIA,GA,7,,False,STEVE REILLY,Democrat,C,32745.0,-14.66,95377,252066,-1.1,16.0,0.3784,0.2432,H2GA07097
2012GA8,2012,GEORGIA,GA,8,,False,AUSTIN SCOTT,Republican,I,817934.63,13.9,197789,197789,-1.1,15.0,1.0,0.0,H0GA08099
2012GA9,2012,GEORGIA,GA,9,,False,DOUG COLLINS,Republican,C,674338.52,26.42,192101,252153,-1.1,27.0,0.7618,0.5236,H2GA09150
