year,state,state_po,office,district,runoff,special,candidate,party,candidatevotes,totalvotes,CAND_ID,CAND_NAME,CAND_ICI,CAND_PTY_AFFILIATION,TTL_DISB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT
2022,COLORADO,CO,US HOUSE,2,False,False,TIM WOLF,UNITY PARTY OF COLORADO,1968,348839,,,,,,,
2022,COLORADO,CO,US HOUSE,3,False,False,LAUREN BOEBERT,REPUBLICAN,163839,327285,H0CO03165,LAUREN BOEBERT,I,REP,7440187.29,CO,3
2022,COLORADO,CO,US HOUSE,3,False,False,ADAM FRISCH,DEMOCRAT,163293,327285,H2CO03351,ADAM FRISCH,C,DEM,6348925.07,CO,3
2022,COLORADO,CO,US HOUSE,3,False,False,MARINA ZIMMERMAN,UNAFFILIATED,74,327285,H2CO03260,MARINA ZIMMERMAN,C,REP,42385.03,CO,3
2022,COLORADO,CO,US HOUSE,3,False,False,KRISTIN SKOWRONSKI,UNAFFILIATED,71,327285,H2CO03310,KRISTIN ELISE SKOWRONSKI,C,IND,4953.78,CO,3
2022,COLORADO,CO,US HOUSE,3,False,False,RICHARD “TURTLE” TETU,UNAFFILIATED,8,327285,,,,,,,
2022,COLORADO,CO,US HOUSE,4,False,False,KEN BUCK,REPUBLICAN,216024,354513,H4CO04090,KENNETH R BUCK,I,REP,1369818.69,CO,4
2022,COLORADO,CO,US HOUSE,4,False,False,IKE MCCORKLE,DEMOCRAT,129619,354513,,,,,,,
2022,COLORADO,CO,US HOUSE,4,False,False,RYAN MCGONIGAL,AMERICAN CONSTITUTION PARTY,8870,354513,,,,,,,
2022,COLORADO,CO,US HOUSE,5,False,False,DOUG LAMBORN,REPUBLICAN,155528,277964,H6CO05159,DOUGLAS LAMBORN,I,REP,729903.02,CO,5
2022,COLORADO,CO,US HOUSE,5,False,False,DAVID TORRES,DEMOCRAT,111978,277964,,,,,,,
2022,COLORADO,CO,US HOUSE,5,False,False,BRIAN FLANAGAN,LIBERTARIAN,7079,277964,,,,,,,
2022,COLORADO,CO,US HOUSE,5,False,False,CHRISTOPHER MITCHELL,AMERICAN CONSTITUTION PARTY,3370,277964,H2CO05182,CHRISTOPHER MITCHELL,C,CON,165.0,CO,5
2022,COLORADO,CO,US HOUSE,6,False,False,STEVEN MONAHAN,REPUBLICAN,105084,280755,H2CO06214,STEVEN EDWARD MONAHAN,C,REP,258207.39,CO,6
2022,COLORADO,CO,US HOUSE,6,False,False,JASON CROW,DEMOCRAT,170140,280755,H8CO06229,JASON CROW,I,DEM,2441847.04,CO,6
2022,COLORADO,CO,US HOUSE,6,False,False,ERIC C MULDER,LIBERTARIAN,5531,280755,H2CO06180,ERIC MULDER,C,LIB,5257.41,CO,6
2022,COLORADO,CO,US HOUSE,7,False,False,ERIK AADLAND,REPUBLICAN,150510,363601,H2CO07170,ERIK AADLAND,O,REP,1503919.88,CO,7
2022,COLORADO,CO,US HOUSE,7,False,False,BRITTANY PETTERSEN,DEMOCRAT,204984,363601,H8CO07045,BRITTANY LOUISE MS. PETTERSEN,O,DEM,2923256.58,CO,7
2022,COLORADO,CO,US HOUSE,7,False,False,ROSS KLOPF,LIBERTARIAN,6187,363601,,,,,,,
2022,COLORADO,CO,US HOUSE,7,False,False,CRITTER MILTON,UNITY PARTY OF COLORADO,1828,363601,,,,,,,
2022,COLORADO,CO,US HOUSE,8,False,False,BARBARA KIRKMEYER,REPUBLICAN,112745,236501,H2CO08079,BARBARA KIRKMEYER,O,REP,1570692.33,CO,8
2022,COLORADO,CO,US HOUSE,8,False,False,YADIRA CARAVEO,DEMOCRAT,114377,236501,H2CO08020,YADIRA CARAVEO,O,DEM,3545737.71,CO,8
2022,COLORADO,CO,US HOUSE,8,False,False,RICHARD WARD,LIBERTARIAN,9280,236501,,,,,,,
2022,CONNECTICUT,CT,US HOUSE,1,False,False,LARRY LAZOR,REPUBLICAN,91506,243913,,,,,,,
2022,CONNECTICUT,CT,US HOUSE,1,False,False,JOHN B LARSON,DEMOCRAT,144873,243913,H8CT01046,JOHN B LARSON,I,DEM,1893772.02,CT,1
2022,CONNECTICUT,CT,US HOUSE,1,False,False,WORKING FAMILIES,,4683,243913,,,,,,,
2022,CONNECTICUT,CT,US HOUSE,1,False,False,MARY L SANDERS,GREEN,2851,243913,,,,,,,
2022,CONNECTICUT,CT,US HOUSE,2,False,False,MIKE FRANCE,REPUBLICAN,114506,285031,H2CT02161,MIKE FRANCE,C,REP,871786.23,CT,2
2022,CONNECTICUT,CT,US HOUSE,2,False,False,JOE COURTNEY,DEMOCRAT,165946,285031,H2CT02112,JOSEPH COURTNEY,I,DEM,2525036.35,CT,2
2022,CONNECTICUT,CT,US HOUSE,2,False,False,KEVIN BLACKER,GREEN,2439,285031,,,,,,,
2022,CONNECTICUT,CT,US HOUSE,2,False,False,WILLIAM HALL,LIBERTARIAN,2140,285031,,,,,,,
2022,CONNECTICUT,CT,US HOUSE,3,False,False,LESLEY DENARDIS,REPUBLICAN,98704,242651,H2CT03110,LESLEY DENARDIS,C,REP,46977.86,CT,3
2022,CONNECTICUT,CT,US HOUSE,3,False,False,ROSA L DELAURO,DEMOCRAT,137924,242651,H0CT03072,ROSA L DELAURO,I,DEM,2228822.46,CT,3
2022,CONNECTICUT,CT,US HOUSE,3,False,False,AMY F CHAI,INDEPENDENT,4056,242651,,,,,,,
2022,CONNECTICUT,CT,US HOUSE,3,False,False,JUSTIN PAGLINO,GREEN,1967,242651,,,,,,,
2022,CONNECTICUT,CT,US HOUSE,4,False,False,JAYME STEVENSON,REPUBLICAN,93329,236084,H2CT04134,JAYME MRS. STEVENSON,C,REP,502101.27,CT,4
2022,CONNECTICUT,CT,US HOUSE,4,False,False,INDEPENDENT,,2493,236084,,,,,,,
2022,CONNECTICUT,CT,US HOUSE,4,False,False,JAMES A HIMES,DEMOCRAT,140262,236084,H8CT04172,JIM HIMES,I,DEM,1859612.74,CT,4
2022,CONNECTICUT,CT,US HOUSE,5,False,False,GEORGE LOGAN,REPUBLICAN,123342,253672,H2CT05222,GEORGE S LOGAN,C,REP,1285255.66,CT,5
2022,CONNECTICUT,CT,US HOUSE,5,False,False,INDEPENDENT,,2492,253672,,,,,,,
2022,CONNECTICUT,CT,US HOUSE,5,False,False,JAHANA HAYES,DEMOCRAT,123818,253672,H8CT05245,JAHANA HAYES,I,DEM,3449248.45,CT,5
2022,CONNECTICUT,CT,US HOUSE,5,False,False,WORKING FAMILIES,,4020,253672,,,,,,,
2022,DELAWARE,DE,US HOUSE,0,False,False,LEE MURPHY,REPUBLICAN,138201,321649,H8DE01044,LEE MURPHY,C,REP,355131.66,DE,0
2022,DELAWARE,DE,US HOUSE,0,False,False,LISA BLUNT ROCHESTER,DEMOCRAT,178416,321649,H6DE00206,LISA BLUNT ROCHESTER,I,DEM,3280496.22,DE,0
2022,DELAWARE,DE,US HOUSE,0,False,False,CODY MCNUTT,LIBERTARIAN,3074,321649,,,,,,,
2022,DELAWARE,DE,US HOUSE,0,False,False,DAVID ROGERS,NON-PARTISAN DELAWARE,1958,321649,,,,,,,
2022,FLORIDA,FL,US HOUSE,1,False,False,MATT GAETZ,REPUBLICAN,197349,290816,H6FL01119,MATT GAETZ,I,REP,7763393.14,FL,1
2022,FLORIDA,FL,US HOUSE,1,False,False,REBEKAH JONES,DEMOCRAT,93467,290816,H2FL01233,REBEKAH JONES,C,DEM,981426.83,FL,1
2022,FLORIDA,FL,US HOUSE,10,False,False,CALVIN B WIMBISH,REPUBLICAN,78844,199910,H2FL10283,CALVIN B MR WIMBISH,O,REP,249144.76,FL,10
2022,FLORIDA,FL,US HOUSE,10,False,False,MAXWELL ALEJANDRO FROST,DEMOCRAT,117955,199910,H2FL10259,MAXWELL ALEJANDRO FROST,O,DEM,2680747.59,FL,10
2022,FLORIDA,FL,US HOUSE,10,False,False,JASON HOLIC,NO PARTY AFFILIATION,2001,199910,H2FL10291,JASON KYLE HOLIC,O,NNE,10419.38,FL,10
2022,FLORIDA,FL,US HOUSE,10,False,False,USHA JAIN,NO PARTY AFFILIATION,1110,199910,H2FL10325,USHA DR. JAIN,O,NON,4468.09,FL,10
2022,FLORIDA,FL,US HOUSE,11,False,False,DANIEL WEBSTER,REPUBLICAN,205995,326609,H0FL08208,DANIEL WEBSTER,I,REP,766134.43,FL,11
2022,FLORIDA,FL,US HOUSE,11,False,False,SHANTE MUNNS,DEMOCRAT,115647,326609,H2FL11174,SHANTE MUNNS,C,DEM,20677.59,FL,11
2022,FLORIDA,FL,US HOUSE,11,False,False,KEVIN PORTER,NO PARTY AFFILIATION,4967,326609,H2FL11182,KEVIN DEAN PORTER,C,UN,14732.39,FL,11
2022,FLORIDA,FL,US HOUSE,12,False,False,GUS M BILIRAKIS,REPUBLICAN,226601,321995,H6FL09070,GUS M BILIRAKIS,I,REP,1917608.43,FL,12
2022,FLORIDA,FL,US HOUSE,12,False,False,KIMBERLY WALKER,DEMOCRAT,95390,321995,H6FL13197,KIMBERLY H MS WALKER,C,DEM,23760.7,FL,12
2022,FLORIDA,FL,US HOUSE,13,False,False,ANNA PAULINA LUNA,REPUBLICAN,181487,341546,H0FL13158,ANNA PAULINA LUNA,O,REP,3382885.75,FL,13
2022,FLORIDA,FL,US HOUSE,13,False,False,ERIC LYNN,DEMOCRAT,153876,341546,H6FL13189,ERIC LYNN,O,DEM,2086313.83,FL,13
2022,FLORIDA,FL,US HOUSE,13,False,False,FRANK CRAFT,LIBERTARIAN,6163,341546,H2FL13212,FRANK S CRAFT,O,LIB,15585.01,FL,13
2022,FLORIDA,FL,US HOUSE,14,False,False,JAMES JUDGE,REPUBLICAN,113427,263164,H2FL14277,JAMES JUDGE,C,REP,214963.79,FL,14
2022,FLORIDA,FL,US HOUSE,14,False,False,KATHY CASTOR,DEMOCRAT,149737,263164,H6FL11126,KATHY CASTOR,I,DEM,1658328.98,FL,14
2022,FLORIDA,FL,US HOUSE,15,False,False,LAUREL LEE,REPUBLICAN,145219,248054,H2FL15241,LAUREL MRS. LEE,C,REP,1475852.5,FL,15
2022,FLORIDA,FL,US HOUSE,15,False,False,ALAN M COHN,DEMOCRAT,102835,248054,H4FL15155,ALAN COHN,C,DEM,856713.15,FL,15
2022,FLORIDA,FL,US HOUSE,16,False,False,VERN BUCHANAN,REPUBLICAN,189762,305358,H6FL13148,VERNON BUCHANAN,I,REP,3383107.05,FL,16
2022,FLORIDA,FL,US HOUSE,16,False,False,JAN SCHNEIDER,DEMOCRAT,115575,305358,H2FL13139,JAN SCHNEIDER,C,DEM,47591.0,FL,16
2022,FLORIDA,FL,US HOUSE,17,False,False,W GREGORY STEUBE,REPUBLICAN,222483,348506,H8FL17053,GREG STEUBE,I,REP,1001899.01,FL,17
2022,FLORIDA,FL,US HOUSE,17,False,False,ANDREA DORIA KALE,DEMOCRAT,123798,348506,H2FL17106,ANDREA DORIA KALE,C,DEM,28102.92,FL,17
2022,FLORIDA,FL,US HOUSE,17,False,False,THEODORE “PINK TIE” MURRAY,NO PARTY AFFILIATION,2225,348506,,,,,,,
2022,FLORIDA,FL,US HOUSE,18,False,False,C SCOTT FRANKLIN,REPUBLICAN,167429,224234,H0FL15104,SCOTT MR. FRANKLIN,I,REP,784623.66,FL,18
2022,FLORIDA,FL,US HOUSE,18,False,False,"KEITH R HAYDEN, JR",NO PARTY AFFILIATION,56647,224234,H2FL18138,KEITH R. JR HAYDEN,C,NPA,0.0,FL,18
2022,FLORIDA,FL,US HOUSE,19,False,False,BYRON DONALDS,REPUBLICAN,213035,313274,H2FL14186,BYRON DONALDS,C,REP,5400519.91,FL,19
2022,FLORIDA,FL,US HOUSE,19,False,False,CINDY BANYAI,DEMOCRAT,100226,313274,H0FL19106,CINDY LYN BANYAI,C,DEM,106718.46,FL,19
2022,FLORIDA,FL,US HOUSE,2,False,False,NEAL P DUNN,REPUBLICAN,180236,301389,,,,,,,
2022,FLORIDA,FL,US HOUSE,2,False,False,"AL LAWSON, JR",DEMOCRAT,121153,301389,H0FL02086,ALFRED JR LAWSON,I,DEM,946380.51,FL,2
2022,FLORIDA,FL,US HOUSE,20,False,False,DREW MONTEZ CLARK,REPUBLICAN,52151,188366,H2FL25083,DREW-MONTEZ DR. CLARK,C,REP,141482.18,FL,20
2022,FLORIDA,FL,US HOUSE,20,False,False,SHEILA CHERFILUS-MCCORMICK,DEMOCRAT,136215,188366,H8FL20032,SHEILA CHERFILUS-MCCORMICK,I,DEM,6816601.25,FL,20
2022,FLORIDA,FL,US HOUSE,21,False,False,BRIAN J MAST,REPUBLICAN,208614,328505,H6FL18097,BRIAN MAST,I,REP,5218760.88,FL,21
2022,FLORIDA,FL,US HOUSE,21,False,False,CORINNA BALDERRAMOS ROBINSON,DEMOCRAT,119891,328505,H2FL18096,CORINNA BALDERRAMOS ROBINSON,C,DEM,80338.81,FL,21
2022,FLORIDA,FL,US HOUSE,22,False,False,DAN FRANZESE,REPUBLICAN,122194,272204,H2FL21108,DANIEL JOHN FRANZESE,C,REP,1606217.92,FL,22
2022,FLORIDA,FL,US HOUSE,22,False,False,LOIS FRANKEL,DEMOCRAT,150010,272204,H2FL14053,LOIS J. FRANKEL,I,DEM,1821733.61,FL,22
2022,FLORIDA,FL,US HOUSE,23,False,False,JOE BUDD,REPUBLICAN,130681,279049,H2FL23138,JOE BUDD,C,REP,171126.62,FL,23
2022,FLORIDA,FL,US HOUSE,23,False,False,JARED MOSKOWITZ,DEMOCRAT,143951,279049,H2FL22171,JARED MOSKOWITZ,C,DEM,1670073.61,FL,23
2022,FLORIDA,FL,US HOUSE,23,False,False,CHRISTINE SCOTT,NO PARTY AFFILIATION,3079,279049,H0FL22126,CHRISTINE SCOTT,C,NPA,102745.14,FL,23
2022,FLORIDA,FL,US HOUSE,23,False,False,MARK NAPIER,NO PARTY AFFILIATION,1338,279049,H2FL22163,MARK NOAH NAPIER,C,NPA,28535.94,FL,23
2022,FLORIDA,FL,US HOUSE,24,False,False,JESUS G NAVARRO,REPUBLICAN,52449,185891,H2FL24078,JESUS NAVARRO,C,REP,15910.7,FL,24
2022,FLORIDA,FL,US HOUSE,24,False,False,FREDERICA S WILSON,DEMOCRAT,133442,185891,H0FL17068,FREDERICA S. WILSON,I,DEM,480701.44,FL,24
2022,FLORIDA,FL,US HOUSE,25,False,False,CARLA SPALDING,REPUBLICAN,105239,234352,H0FL23090,CARLA A SPALDING,C,REP,2006019.94,FL,25
2022,FLORIDA,FL,US HOUSE,25,False,False,DEBBIE WASSERMAN SCHULTZ,DEMOCRAT,129113,234352,H4FL20023,DEBBIE WASSERMAN SCHULTZ,I,DEM,1920982.4,FL,25
2022,FLORIDA,FL,US HOUSE,26,False,False,MARIO DIAZ-BALART,REPUBLICAN,143240,202108,H2FL25018,MARIO DIAZ-BALART,I,REP,1477235.65,FL,26
2022,FLORIDA,FL,US HOUSE,26,False,False,CHRISTINE ALEXANDRIA OLIVO,DEMOCRAT,58868,202108,H2FL24037,CHRISTINE ALEXANDRIA OLIVO,C,DEM,131107.15,FL,26
2022,FLORIDA,FL,US HOUSE,27,False,False,MARIA ELVIRA SALAZAR,REPUBLICAN,136038,237442,H8FL27185,MARIA ELVIRA SALAZAR,I,REP,5639309.43,FL,27
2022,FLORIDA,FL,US HOUSE,27,False,False,ANNETTE TADDEO,DEMOCRAT,101404,237442,H8FL00034,ANNETTE TADDEO,C,DEM,1937254.1,FL,27
2022,FLORIDA,FL,US HOUSE,28,False,False,CARLOS A GIMENEZ,REPUBLICAN,134457,211150,H0FL26036,CARLOS GIMENEZ,I,REP,1463050.05,FL,28
2022,FLORIDA,FL,US HOUSE,28,False,False,ROBERT ASENCIO,DEMOCRAT,76665,211150,H2FL28038,ROBERT ASENCIO,O,DEM,123518.93,FL,28
2022,FLORIDA,FL,US HOUSE,3,False,False,KAT CAMMACK,REPUBLICAN,178101,284893,H0FL03175,KAT CAMMACK,I,REP,2315613.77,FL,3
2022,FLORIDA,FL,US HOUSE,3,False,False,DANIELLE HAWK,DEMOCRAT,103382,284893,H2FL03163,DANIELLE NICOLE HAWK,C,DEM,71456.54,FL,3
2022,FLORIDA,FL,US HOUSE,3,False,False,LINDA S BROOKS,NO PARTY AFFILIATION,3410,284893,,,,,,,
2022,FLORIDA,FL,US HOUSE,4,False,False,AARON BEAN,REPUBLICAN,165696,274103,H2FL04211,AARON P. BEAN,C,REP,1105711.47,FL,4
2022,FLORIDA,FL,US HOUSE,4,False,False,LASHONDA “LJ” HOLLOWAY,DEMOCRAT,108402,274103,H6FL05193,LASHONDA J HOLLOWAY,C,DEM,0.0,FL,4
2022,FLORIDA,FL,US HOUSE,5,False,False,JOHN H RUTHERFORD,REPUBLICAN,1,1,H6FL04105,JOHN RUTHERFORD,I,REP,647267.7,FL,5
2022,FLORIDA,FL,US HOUSE,6,False,False,MICHAEL WALTZ,REPUBLICAN,226548,300755,H8FL06148,MICHAEL WALTZ,I,REP,2980654.3,FL,6
2022,FLORIDA,FL,US HOUSE,6,False,False,JOSEPH “JOE” HANNOUSH,LIBERTARIAN,74207,300755,,,,,,,
2022,FLORIDA,FL,US HOUSE,7,False,False,CORY MILLS,REPUBLICAN,177966,304055,H2FL07156,CORY MILLS,O,REP,2608861.85,FL,7
2022,FLORIDA,FL,US HOUSE,7,False,False,KAREN GREEN,DEMOCRAT,126079,304055,H2FL08139,KAREN REV. DR. GREEN,O,DEM,81174.9,FL,7
2022,FLORIDA,FL,US HOUSE,8,False,False,BILL POSEY,REPUBLICAN,222128,342208,H8FL15107,BILL POSEY,I,REP,777602.83,FL,8
2022,FLORIDA,FL,US HOUSE,8,False,False,JOANNE TERRY,DEMOCRAT,120080,342208,H2FL08105,JOANNE R TERRY,C,DEM,89159.95,FL,8
2022,FLORIDA,FL,US HOUSE,9,False,False,SCOTTY MOORE,REPUBLICAN,93827,202368,H2FL09228,SCOTTY MOORE,C,REP,599213.36,FL,9
2022,FLORIDA,FL,US HOUSE,9,False,False,DARREN SOTO,DEMOCRAT,108541,202368,H6FL09179,DARREN SOTO,I,DEM,1445548.01,FL,9
2022,GEORGIA,GA,US HOUSE,1,False,False,EARL L “BUDDY” CARTER,REPUBLICAN,156128,263965,H4GA01039,EARL LEROY CARTER,I,REP,2015646.01,GA,1
2022,GEORGIA,GA,US HOUSE,1,False,False,WADE HERRING,DEMOCRAT,107837,263965,,,,,,,
2022,GEORGIA,GA,US HOUSE,10,False,False,MIKE COLLINS,REPUBLICAN,198523,307630,,,,,,,
2022,GEORGIA,GA,US HOUSE,10,False,False,TABITHA JOHNSON-GREEN,DEMOCRAT,109107,307630,H8GA10197,TABITHA JOHNSON-GREEN,C,DEM,48652.44,GA,10
2022,GEORGIA,GA,US HOUSE,11,False,False,BARRY LOUDERMILK,REPUBLICAN,190086,303657,H4GA11061,BARRY LOUDERMILK,I,REP,898241.73,GA,11
2022,GEORGIA,GA,US HOUSE,11,False,False,ANTONIO DAZA,DEMOCRAT,113571,303657,,,,,,,
2022,GEORGIA,GA,US HOUSE,12,False,False,RICK W ALLEN,REPUBLICAN,158047,265195,H2GA12121,RICHARD W ALLEN,I,REP,778377.83,GA,12
2022,GEORGIA,GA,US HOUSE,12,False,False,ELIZABETH “LIZ” JOHNSON,DEMOCRAT,107148,265195,H0GA12059,ELIZABETH JOHNSON,C,DEM,193938.25,GA,12
2022,GEORGIA,GA,US HOUSE,13,False,False,CAESAR GONZALES,REPUBLICAN,48228,264616,H0GA13149,CAESAR GONZALES,C,REP,18511.88,GA,13
2022,GEORGIA,GA,US HOUSE,13,False,False,DAVID SCOTT,DEMOCRAT,216388,264616,H2GA13012,DAVID ALBERT SCOTT,I,DEM,1833004.1,GA,13
2022,GEORGIA,GA,US HOUSE,14,False,False,MARJORIE TAYLOR GREENE,REPUBLICAN,170162,258351,H0GA06192,MARJORIE TAYLOR MRS. GREENE,I,REP,11001460.9,GA,14
2022,GEORGIA,GA,US HOUSE,14,False,False,MARCUS FLOWERS,DEMOCRAT,88189,258351,,,,,,,
2022,GEORGIA,GA,US HOUSE,2,False,False,CHRIS WEST,REPUBLICAN,108665,241340,,,,,,,
2022,GEORGIA,GA,US HOUSE,2,False,False,"SANFORD D BISHOP, JR",DEMOCRAT,132675,241340,H2GA02031,SANFORD BISHOP,I,DEM,3181143.31,GA,2
2022,GEORGIA,GA,US HOUSE,3,False,False,A DREW FERGUSON IV,REPUBLICAN,213524,310581,H6GA03113,ANDERSON DREW IV FERGUSON,I,REP,3346819.27,GA,3
2022,GEORGIA,GA,US HOUSE,3,False,False,VAL ALMONORD,DEMOCRAT,97057,310581,H0GA03074,VALBRUN DR. ALMONORD,C,DEM,54967.14,GA,3
2022,GEORGIA,GA,US HOUSE,4,False,False,JONATHAN CHAVEZ,REPUBLICAN,59302,275634,,,,,,,
2022,GEORGIA,GA,US HOUSE,4,False,False,"HENRY C “HANK” JOHNSON, JR",DEMOCRAT,216332,275634,H6GA04129,HENRY C. 'HANK' JOHNSON,I,DEM,686071.88,GA,4
2022,GEORGIA,GA,US HOUSE,5,False,False,CHRISTIAN ZIMM,REPUBLICAN,51769,295456,H2GA05166,CHRISTIAN GERARD ZIMM,C,REP,24556.62,GA,5
2022,GEORGIA,GA,US HOUSE,5,False,False,NIKEMA WILLIAMS,DEMOCRAT,243687,295456,H0GA05301,NIKEMA NATASSHA WILLIAMS,I,DEM,1339884.36,GA,5
2022,GEORGIA,GA,US HOUSE,6,False,False,RICH MCCORMICK,REPUBLICAN,206886,332498,H0GA07273,RICHARD DEAN DR. MCCORMICK,C,REP,4561741.32,GA,6
2022,GEORGIA,GA,US HOUSE,6,False,False,BOB CHRISTIAN,DEMOCRAT,125612,332498,,,,,,,
2022,GEORGIA,GA,US HOUSE,7,False,False,MARK GONSALVES,REPUBLICAN,91962,235039,H0GA07232,MARK GONSALVES,C,REP,564475.64,GA,7
2022,GEORGIA,GA,US HOUSE,7,False,False,LUCY MCBATH,DEMOCRAT,143063,235039,,,,,,,
2022,GEORGIA,GA,US HOUSE,8,False,False,AUSTIN SCOTT,REPUBLICAN,178700,260586,H0GA08099,JAMES AUSTIN SCOTT,I,REP,767855.97,GA,8
2022,GEORGIA,GA,US HOUSE,8,False,False,DARRIUS BUTLER,DEMOCRAT,81886,260586,H2GA08095,DARRIUS MAURICE BUTLER,C,DEM,24160.05,GA,8
2022,GEORGIA,GA,US HOUSE,9,False,False,ANDREW S CLYDE,REPUBLICAN,212820,294138,H0GA09246,ANDREW CLYDE,I,REP,803250.88,GA,9
2022,GEORGIA,GA,US HOUSE,9,False,False,MICHAEL “MIKE” FORD,DEMOCRAT,81318,294138,H2GA09234,MICHAEL C. MR. FORD,C,DEM,38718.49,GA,9
2022,HAWAII,HI,US HOUSE,1,False,False,CONRAD KRESS,REPUBLICAN,51217,202378,H2HI02557,CONRAD KRESS,C,REP,82409.58,HI,1
2022,HAWAII,HI,US HOUSE,1,False,False,ED CASE,DEMOCRAT,143546,202378,H2HI02128,EDWARD CASE,I,DEM,667444.59,HI,1
2022,HAWAII,HI,US HOUSE,1,False,False,BLANK VOTES,,7466,202378,,,,,,,
2022,HAWAII,HI,US HOUSE,1,False,False,OVERVOTES,,149,202378,,,,,,,
2022,HAWAII,HI,US HOUSE,2,False,False,JOE AKANA,REPUBLICAN,72874,216985,H0HI02213,JOSEPH AKANA,C,REP,70545.33,HI,2
2022,HAWAII,HI,US HOUSE,2,False,False,JILL N TOKUDA,DEMOCRAT,128407,216985,H2HI02581,JILL NAOMI TOKUDA,O,DEM,841651.22,HI,2
2022,HAWAII,HI,US HOUSE,2,False,False,MICHELLE ROSE TIPPENS,LIBERTARIAN,5130,216985,,,,,,,
2022,HAWAII,HI,US HOUSE,2,False,False,BLANK VOTES,,10235,216985,,,,,,,
2022,HAWAII,HI,US HOUSE,2,False,False,OVERVOTES,,339,216985,,,,,,,
2022,IOWA,IA,US HOUSE,1,False,False,MARIANNETTE MILLER-MEEKS,REPUBLICAN,162947,309736,H8IA02043,MARIANNETTE JANE MILLER-MEEKS,I,REP,5035997.48,IA,1
2022,IOWA,IA,US HOUSE,1,False,False,CHRISTINA BOHANNAN,DEMOCRAT,142173,309736,H2IA02111,CHRISTINA BOHANNAN,C,DEM,3168097.69,IA,1
2022,IOWA,IA,US HOUSE,1,False,False,UNDERVOTES,,4308,309736,,,,,,,
2022,IOWA,IA,US HOUSE,1,False,False,OVERVOTES,,48,309736,,,,,,,
2022,IOWA,IA,US HOUSE,2,False,False,ASHLEY HINSON,REPUBLICAN,172181,321507,H0IA01174,ASHLEY HINSON ARENHOLZ,I,REP,7240153.62,IA,2
2022,IOWA,IA,US HOUSE,2,False,False,LIZ MATHIS,DEMOCRAT,145940,321507,H2IA01089,ELIZABETH MATHIS,C,DEM,4209079.33,IA,2
2022,IOWA,IA,US HOUSE,2,False,False,UNDERVOTES,,3043,321507,,,,,,,
2022,IOWA,IA,US HOUSE,2,False,False,OVERVOTES,,65,321507,,,,,,,
2022,IOWA,IA,US HOUSE,3,False,False,ZACH NUNN,REPUBLICAN,156262,315039,H2IA03119,ZACH NUNN,C,REP,2532398.21,IA,3
2022,IOWA,IA,US HOUSE,3,False,False,CYNTHIA AXNE,DEMOCRAT,154117,315039,,,,,,,
2022,IOWA,IA,US HOUSE,3,False,False,UNDERVOTES,,4024,315039,,,,,,,
2022,IOWA,IA,US HOUSE,3,False,False,OVERVOTES,,102,315039,,,,,,,
2022,IOWA,IA,US HOUSE,4,False,False,RANDY FEENSTRA,REPUBLICAN,186467,284134,H0IA04145,RANDALL FEENSTRA,I,REP,1874427.58,IA,4
2022,IOWA,IA,US HOUSE,4,False,False,RYAN MELTON,DEMOCRAT,84230,284134,,,,,,,
2022,IOWA,IA,US HOUSE,4,False,False,BRYAN JACK HOLDER,LIBERTY CAUCUS,6035,284134,,,,,,,
2022,IOWA,IA,US HOUSE,4,False,False,UNDERVOTES,,7008,284134,,,,,,,
2022,IOWA,IA,US HOUSE,4,False,False,OVERVOTES,,118,284134,,,,,,,
2022,IDAHO,ID,US HOUSE,1,False,False,RUSS FULCHER,REPUBLICAN,222901,312442,H8ID01124,RUSSELL FULCHER,I,REP,470475.85,ID,1
2022,IDAHO,ID,US HOUSE,1,False,False,KAYLEE PETERSON,DEMOCRAT,82261,312442,H2ID01192,KAYLEE JADE PETERSON,C,DEM,67139.54,ID,1
2022,IDAHO,ID,US HOUSE,1,False,False,DARIAN DRAKE,LIBERTARIAN,7280,312442,,,,,,,
2022,IDAHO,ID,US HOUSE,2,False,False,MICHAEL K SIMPSON,REPUBLICAN,172450,271186,H8ID02064,MICHAEL SIMPSON,I,REP,1661520.3,ID,2
2022,IDAHO,ID,US HOUSE,2,False,False,WENDY NORMAN,DEMOCRAT,98736,271186,H2ID02216,WENDY ANN NORMAN,C,DEM,11626.22,ID,2
2022,ILLINOIS,IL,US HOUSE,1,False,False,ERIC CARLSON,REPUBLICAN,78258,237425,H2IL01323,ERIC JOSEPH MR. CARLSON,O,REP,5250.33,IL,1
2022,ILLINOIS,IL,US HOUSE,1,False,False,JONATHAN L JACKSON,DEMOCRAT,159142,237425,H2IL01349,JONATHAN JACKSON,O,DEM,792115.44,IL,1
2022,ILLINOIS,IL,US HOUSE,10,False,False,JOSEPH SEVERINO,REPUBLICAN,89599,242165,H0IL10393,JOSEPH SEVERINO,C,REP,21919.63,IL,10
2022,ILLINOIS,IL,US HOUSE,10,False,False,BRADLEY SCOTT SCHNEIDER,DEMOCRAT,152566,242165,H2IL10068,BRADLEY S. SCHNEIDER,I,DEM,5561749.27,IL,10
2022,ILLINOIS,IL,US HOUSE,11,False,False,CATALINA LAUF,REPUBLICAN,115069,264241,H2IL16107,CATALINA LAUF,O,REP,2723320.66,IL,11
